"Flights (All Carriers - Oakland, CA: Metro Oakland International (Origin Airport))",,,,
Year,Month,DOMESTIC,INTERNATIONAL,TOTAL
2013,2,"3,428",36,"3,464"
2013,3,"3,903",47,"3,950"
2013,4,"3,874",44,"3,918"
2013,5,"4,023",41,"4,064"
2013,6,"4,057",50,"4,107"
2013,7,"4,300",84,"4,384"
2013,8,"4,180",71,"4,251"
2013,9,"3,927",39,"3,966"
2013,10,"3,892",51,"3,943"
2013,11,"3,704",47,"3,751"
2013,12,"3,838",70,"3,908"
2013,TOTAL,"46,887",640,"47,527"
2014,1,"3,578",56,"3,634"
2014,2,"3,287",29,"3,316"
2014,3,"3,710",32,"3,742"
2014,4,"3,711",44,"3,755"
2014,5,"3,903",42,"3,945"
2014,6,"4,086",60,"4,146"
2014,7,"4,272",95,"4,367"
2014,8,"4,190",91,"4,281"
2014,9,"3,932",53,"3,985"
2014,10,"4,025",51,"4,076"
2014,11,"3,812",52,"3,864"
2014,12,"3,966",89,"4,055"
2014,TOTAL,"46,472",694,"47,166"
2015,1,"3,801",80,"3,881"
2015,2,"3,390",48,"3,438"
2015,3,"3,909",69,"3,978"
2015,4,"3,925",87,"4,012"
2015,5,"4,069",74,"4,143"
2015,6,"4,191",82,"4,273"
2015,7,"4,398",123,"4,521"
2015,8,"4,311",114,"4,425"
2015,9,"4,014",74,"4,088"
2015,10,"4,217",76,"4,293"
2015,11,"4,116",73,"4,189"
2015,12,"4,284",100,"4,384"
2015,TOTAL,"48,625","1,000","49,625"
2016,1,"4,023",89,"4,112"
2016,2,"3,731",66,"3,797"
2016,3,"4,167",82,"4,249"
2016,4,"4,065",85,"4,150"
2016,5,"4,244",91,"4,335"
2016,6,"4,603",119,"4,722"
2016,7,"4,682",94,"4,776"
2016,8,"4,729",83,"4,812"
2016,9,"4,414",68,"4,482"
2016,10,"4,619",90,"4,709"
2016,11,"4,360",83,"4,443"
2016,12,"4,433",110,"4,543"
2016,TOTAL,"52,070","1,060","53,130"
2017,1,"4,221",117,"4,338"
2017,2,"3,780",114,"3,894"
2017,3,"4,344",144,"4,488"
2017,4,"4,210",198,"4,408"
2017,5,"4,680",187,"4,867"
2017,6,"4,753",199,"4,952"
2017,7,"4,791",232,"5,023"
2017,8,"4,850",223,"5,073"
2017,9,"4,497",174,"4,671"
2017,10,"4,664",196,"4,860"
2017,11,"4,571",168,"4,739"
2017,12,"4,557",181,"4,738"
2017,TOTAL,"53,918","2,133","56,051"
2018,1,"4,377",174,"4,551"
2018,2,"3,801",160,"3,961"
2018,3,"4,339",195,"4,534"
2018,4,"4,519",243,"4,762"
2018,5,"4,747",246,"4,993"
2018,6,"4,821",238,"5,059"
2018,7,"5,225",275,"5,500"
2018,8,"5,319",252,"5,571"
2018,9,"4,631",214,"4,845"
2018,10,"4,841",216,"5,057"
2018,11,"4,481",146,"4,627"
2018,12,"4,549",159,"4,708"
2018,TOTAL,"55,650","2,518","58,168"
2019,1,"4,414",146,"4,560"
2019,2,"3,795",128,"3,923"
2019,3,"4,421",144,"4,565"
2019,4,"4,441",206,"4,647"
2019,5,"4,706",205,"4,911"
2019,6,"4,713",189,"4,902"
2019,7,"4,901",199,"5,100"
2019,8,"4,837",196,"5,033"
2019,9,"4,575",168,"4,743"
2019,10,"4,664",187,"4,851"
2019,11,"4,382",130,"4,512"
2019,12,"4,577",153,"4,730"
2019,TOTAL,"54,426","2,051","56,477"
2020,1,"4,189",99,"4,288"
2020,2,"3,871",82,"3,953"
2020,3,"3,560",87,"3,647"
2020,4,"1,309",17,"1,326"
2020,5,"1,242",18,"1,260"
2020,6,"1,890",34,"1,924"
2020,7,"2,663",57,"2,720"
2020,8,"2,384",83,"2,467"
2020,9,"2,038",71,"2,109"
2020,10,"2,119",75,"2,194"
2020,11,"2,243",83,"2,326"
2020,12,"2,278",93,"2,371"
2020,TOTAL,"29,786",799,"30,585"
2021,1,"2,134",84,"2,218"
2021,2,"1,903",56,"1,959"
2021,3,"2,598",57,"2,655"
2021,4,"2,599",80,"2,679"
2021,5,"2,903",93,"2,996"
2021,6,"3,150",92,"3,242"
2021,7,"3,308",93,"3,401"
2021,8,"3,331",96,"3,427"
2021,9,"3,362",91,"3,453"
2021,10,"3,399",94,"3,493"
2021,11,"3,277",92,"3,369"
2021,12,"3,258",116,"3,374"
2021,TOTAL,"35,222","1,044","36,266"
2022,1,"3,261",107,"3,368"
2022,2,"3,171",88,"3,259"
2022,3,"3,469",93,"3,562"
2022,4,"3,711",96,"3,807"
2022,5,"3,992",96,"4,088"
2022,6,"4,364",101,"4,465"
2022,7,"4,539",115,"4,654"
2022,8,"4,556",118,"4,674"
2022,9,"4,183",104,"4,287"
2022,10,"4,276",107,"4,383"
2022,11,"3,976",114,"4,090"
2022,12,"3,628",119,"3,747"
2022,TOTAL,"47,126","1,258","48,384"
2023,1,"3,793",120,"3,913"
2023,2,"3,366",108,"3,474"
2023,3,"3,764",122,"3,886"
2023,4,"3,787",132,"3,919"
2023,5,"4,140",138,"4,278"
2023,6,"3,935",139,"4,074"
2023,7,"4,117",148,"4,265"
2023,TOTAL,"26,902",907,"27,809"
,,,,
Note: All numbers are for scheduled services.,,,,
,,,,
SOURCE: Bureau of Transportation Statistics T-100 Segment data.,,,,
