"Flights (All Carriers - Kansas City, MO: Kansas City International (Origin Airport))",,,,
Year,Month,DOMESTIC,INTERNATIONAL,TOTAL
2016,TOTAL,"54,684",590,"55,274"
2017,1,"4,324",55,"4,379"
2017,2,"3,971",49,"4,020"
2017,3,"4,758",56,"4,814"
2017,4,"4,554",54,"4,608"
2017,5,"4,867",37,"4,904"
2017,6,"4,906",41,"4,947"
2017,7,"4,953",46,"4,999"
2017,8,"4,877",40,"4,917"
2017,9,"4,401",30,"4,431"
2017,10,"4,713",36,"4,749"
2017,11,"4,411",56,"4,467"
2017,12,"4,425",74,"4,499"
2017,TOTAL,"55,160",574,"55,734"
2018,1,"4,477",83,"4,560"
2018,2,"4,011",78,"4,089"
2018,3,"4,834",90,"4,924"
2018,4,"4,686",66,"4,752"
2018,5,"4,923",42,"4,965"
2018,6,"4,992",53,"5,045"
2018,7,"5,073",51,"5,124"
2018,8,"5,077",49,"5,126"
2018,9,"4,627",43,"4,670"
2018,10,"5,000",32,"5,032"
2018,11,"4,485",34,"4,519"
2018,12,"4,665",42,"4,707"
2018,TOTAL,"56,850",663,"57,513"
2019,1,"4,391",48,"4,439"
2019,2,"3,972",41,"4,013"
2019,3,"4,756",49,"4,805"
2019,4,"4,569",46,"4,615"
2019,5,"4,763",40,"4,803"
2019,6,"4,760",52,"4,812"
2019,7,"4,890",53,"4,943"
2019,8,"4,845",79,"4,924"
2019,9,"4,594",39,"4,633"
2019,10,"4,794",31,"4,825"
2019,11,"4,321",29,"4,350"
2019,12,"4,385",9,"4,394"
2019,TOTAL,"55,040",516,"55,556"
2020,1,"4,158",17,"4,175"
2020,2,"4,012",17,"4,029"
2020,3,"3,925",13,"3,938"
2020,4,"1,426",,"1,426"
2020,5,"1,367",,"1,367"
2020,6,"1,792",,"1,792"
2020,7,"2,504",,"2,504"
2020,8,"2,661",,"2,661"
2020,9,"2,129",,"2,129"
2020,10,"2,212",1,"2,213"
2020,11,"2,364",,"2,364"
2020,12,"2,236",2,"2,238"
2020,TOTAL,"30,786",50,"30,836"
2021,1,"2,112",5,"2,117"
2021,2,"1,827",13,"1,840"
2021,3,"2,616",17,"2,633"
2021,4,"2,645",5,"2,650"
2021,5,"3,018",3,"3,021"
2021,6,"3,506",8,"3,514"
2021,7,"3,737",8,"3,745"
2021,8,"3,690",4,"3,694"
2021,9,"3,533",,"3,533"
2021,10,"3,667",,"3,667"
2021,11,"3,625",12,"3,637"
2021,12,"3,470",15,"3,485"
2021,TOTAL,"37,446",90,"37,536"
2022,1,"3,243",23,"3,266"
2022,2,"3,060",19,"3,079"
2022,3,"3,547",22,"3,569"
2022,4,"3,485",17,"3,502"
2022,5,"3,770",7,"3,777"
2022,6,"3,822",35,"3,857"
2022,7,"3,896",35,"3,931"
2022,8,"3,909",35,"3,944"
2022,9,"3,818",34,"3,852"
2022,10,"3,986",28,"4,014"
2022,11,"3,746",17,"3,763"
2022,12,"3,461",28,"3,489"
2022,TOTAL,"43,743",300,"44,043"
2023,1,"3,675",30,"3,705"
2023,2,"3,440",27,"3,467"
2023,3,"4,039",30,"4,069"
2023,4,"3,952",28,"3,980"
2023,5,"4,171",25,"4,196"
2023,6,"4,262",37,"4,299"
2023,7,"4,528",52,"4,580"
2023,TOTAL,"28,067",229,"28,296"
,,,,
Note: All numbers are for scheduled services.,,,,
,,,,
SOURCE: Bureau of Transportation Statistics T-100 Segment data.,,,,
