"Flights (All U.S. Carriers - New York, NY: John F. Kennedy International (Origin Airport))",,,,
Year,Month,DOMESTIC,INTERNATIONAL,TOTAL
2017,12,"10,341","3,159","13,500"
2017,TOTAL,"1,23,712","38,920","1,62,632"
2018,1,"9,532","2,742","12,274"
2018,2,"9,328","2,585","11,913"
2018,3,"10,163","2,956","13,119"
2018,4,"10,687","3,061","13,748"
2018,5,"11,216","3,155","14,371"
2018,6,"11,311","3,477","14,788"
2018,7,"11,497","3,846","15,343"
2018,8,"11,480","3,810","15,290"
2018,9,"10,781","3,208","13,989"
2018,10,"11,079","3,048","14,127"
2018,11,"10,315","2,691","13,006"
2018,12,"10,827","3,077","13,904"
2018,TOTAL,"1,28,216","37,656","1,65,872"
2019,1,"10,396","2,951","13,347"
2019,2,"9,481","2,695","12,176"
2019,3,"11,196","3,179","14,375"
2019,4,"10,457","3,080","13,537"
2019,5,"10,855","3,286","14,141"
2019,6,"10,650","3,610","14,260"
2019,7,"10,736","3,931","14,667"
2019,8,"10,897","3,968","14,865"
2019,9,"10,208","3,142","13,350"
2019,10,"10,526","2,973","13,499"
2019,11,"10,017","2,716","12,733"
2019,12,"10,481","3,131","13,612"
2019,TOTAL,"1,25,900","38,662","1,64,562"
2020,1,"10,340","3,126","13,466"
2020,2,"9,795","2,803","12,598"
2020,3,"8,981","1,976","10,957"
2020,4,"1,387",77,"1,464"
2020,5,936,54,990
2020,6,"1,922",142,"2,064"
2020,7,"3,266","1,047","4,313"
2020,8,"3,401","1,244","4,645"
2020,9,"3,085","1,086","4,171"
2020,10,"3,592","1,285","4,877"
2020,11,"3,695","1,332","5,027"
2020,12,"3,647","1,805","5,452"
2020,TOTAL,"54,047","15,977","70,024"
2021,1,"3,284","1,786","5,070"
2021,2,"3,074","1,471","4,545"
2021,3,"4,615","1,889","6,504"
2021,4,"5,371","1,992","7,363"
2021,5,"6,700","2,343","9,043"
2021,6,"7,643","2,629","10,272"
2021,7,"8,139","2,839","10,978"
2021,8,"8,068","2,848","10,916"
2021,9,"7,452","2,521","9,973"
2021,10,"7,857","2,430","10,287"
2021,11,"10,120","2,477","12,597"
2021,12,"9,878","2,942","12,820"
2021,TOTAL,"82,201","28,167","1,10,368"
2022,1,"10,008","2,759","12,767"
2022,2,"10,012","2,640","12,652"
2022,3,"11,323","3,093","14,416"
2022,4,"10,788","3,048","13,836"
2022,5,"11,353","3,192","14,545"
2022,6,"10,818","3,531","14,349"
2022,7,"11,535","3,789","15,324"
2022,8,"11,421","3,793","15,214"
2022,9,"11,412","3,233","14,645"
2022,10,"11,750","3,216","14,966"
2022,11,"11,330","3,140","14,470"
2022,12,"10,760","3,571","14,331"
2022,TOTAL,"1,32,510","39,005","1,71,515"
2023,1,"10,910","3,553","14,463"
2023,2,"10,492","3,181","13,673"
2023,3,"12,069","3,776","15,845"
2023,4,"11,408","3,858","15,266"
2023,5,"11,856","3,846","15,702"
2023,6,"10,606","3,984","14,590"
2023,7,"10,376","4,373","14,749"
2023,TOTAL,"77,717","26,571","1,04,288"
,,,,
Note: All numbers are for scheduled services.,,,,
,,,,
SOURCE: Bureau of Transportation Statistics T-100 Segment data.,,,,
