"Flights (All Carriers - Boise, ID: Boise Air Terminal (Origin Airport))",,,,
Year,Month,DOMESTIC,INTERNATIONAL,TOTAL
2021,1,"1,813",,"1,813"
2021,2,"1,587",1,"1,588"
2021,3,"1,890",,"1,890"
2021,4,"1,804",,"1,804"
2021,5,"1,947",,"1,947"
2021,6,"2,256",,"2,256"
2021,7,"2,612",,"2,612"
2021,8,"2,553",,"2,553"
2021,9,"2,336",,"2,336"
2021,10,"2,198",,"2,198"
2021,11,"2,074",,"2,074"
2021,12,"1,940",,"1,940"
2021,TOTAL,"25,010",1,"25,011"
2022,1,"2,050",,"2,050"
2022,2,"1,877",,"1,877"
2022,3,"2,023",,"2,023"
2022,4,"1,975",,"1,975"
2022,5,"2,126",,"2,126"
2022,6,"2,266",,"2,266"
2022,7,"2,473",,"2,473"
2022,8,"2,475",,"2,475"
2022,9,"2,406",,"2,406"
2022,10,"2,264",,"2,264"
2022,11,"2,133",,"2,133"
2022,12,"1,997",,"1,997"
2022,TOTAL,"26,065",0,"26,065"
2023,1,"2,003",,"2,003"
2023,2,"1,899",,"1,899"
2023,3,"2,052",,"2,052"
2023,4,"2,065",,"2,065"
2023,5,"2,161",,"2,161"
2023,6,"2,102",,"2,102"
2023,7,"2,189",,"2,189"
2023,TOTAL,"14,471",0,"14,471"
,,,,
Note: All numbers are for scheduled services.,,,,
,,,,
SOURCE: Bureau of Transportation Statistics T-100 Segment data.,,,,
